/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_01_02_00_07_35_177.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_01_02_00_07_35_177.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_01_02_00_07_35_177.jpg,0,0,0,4.899361E-06
/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_01_02_00_07_35_266.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_01_02_00_07_35_266.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_01_02_00_07_35_266.jpg,0,0,0,5.56403E-06
/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_01_02_00_07_35_386.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_01_02_00_07_35_386.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_01_02_00_07_35_386.jpg,0,0,0,1.78088E-06
/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_01_02_00_07_35_509.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_01_02_00_07_35_509.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_01_02_00_07_35_509.jpg,0,0,0,1.04485E-06
/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_01_02_00_07_35_616.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_01_02_00_07_35_616.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_01_02_00_07_35_616.jpg,0,0,0,2.772023E-06
/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_01_02_00_07_35_733.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_01_02_00_07_35_733.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_01_02_00_07_35_733.jpg,0,0,0,1.281381E-06
/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_01_02_00_07_35_845.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_01_02_00_07_35_845.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_01_02_00_07_35_845.jpg,0,0,0,1.306966E-05
/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_01_02_00_07_35_923.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_01_02_00_07_35_923.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_01_02_00_07_35_923.jpg,0,0,0,3.093829E-06
/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_01_02_00_07_36_016.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_01_02_00_07_36_016.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_01_02_00_07_36_016.jpg,0,0,0,2.233627E-07
/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_01_02_00_07_36_141.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_01_02_00_07_36_141.jpg,/Users/nishiharaseiakira/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_01_02_00_07_36_141.jpg,0,0,0,9.95789E-07
